meta_id,variable_id,dttm,th,quality_flag_id
39,1,2021-12-16 04:00:00,3.402,2
39,1,2021-12-16 05:00:00,3.582,1
39,1,2021-12-16 06:00:00,3.067,2
39,1,2021-12-16 07:00:00,2.748,2
39,1,2021-12-16 08:00:00,2.872,2
39,1,2021-12-16 09:00:00,3.752,2
39,1,2021-12-16 10:00:00,4.899,2
39,1,2021-12-16 11:00:00,6.081,2
39,1,2021-12-16 12:00:00,6.183,2
39,1,2021-12-16 13:00:00,6.285,2
39,1,2021-12-16 14:00:00,6.387,2
39,1,2021-12-16 15:00:00,6.2,2
39,1,2021-12-16 16:00:00,5.894,2
39,1,2021-12-16 17:00:00,5.672,2
39,1,2021-12-16 18:00:00,5.45,2
39,1,2021-12-16 19:00:00,4.744,2
39,1,2021-12-16 20:00:00,3.735,2
39,1,2021-12-16 21:00:00,2.943,2
39,1,2021-12-16 22:00:00,2.517,2
39,1,2021-12-16 23:00:00,2.195,2
39,1,2021-12-17 00:00:00,1.584,2
39,1,2021-12-17 01:00:00,1.764,2
39,1,2021-12-17 02:00:00,1.62,2
39,1,2021-12-17 03:00:00,1.185,2
39,1,2021-12-17 04:00:00,1.348,2
39,1,2021-12-17 05:00:00,0.948,2
39,1,2021-12-17 06:00:00,0.526,2
39,1,2021-12-17 07:00:00,-0.12,2
39,1,2021-12-17 08:00:00,0.324,2
39,1,2021-12-17 09:00:00,0.984,2
39,1,2021-12-17 10:00:00,2.568,2
39,1,2021-12-17 11:00:00,4.203,2
39,1,2021-12-17 12:00:00,5.962,2
39,1,2021-12-17 13:00:00,6.047,2
39,1,2021-12-17 14:00:00,6.047,2
39,1,2021-12-17 15:00:00,5.432,2
39,1,2021-12-17 16:00:00,3.874,2
39,1,2021-12-17 17:00:00,2.498,2
39,1,2021-12-17 18:00:00,1.746,2
39,1,2021-12-17 19:00:00,1.093,2
39,1,2021-12-17 20:00:00,0.361,2
39,1,2021-12-17 21:00:00,0.471,2
39,1,2021-12-17 22:00:00,0.343,2
39,1,2021-12-17 23:00:00,0.102,2
39,1,2021-12-18 00:00:00,-0.195,2
39,1,2021-12-18 01:00:00,-0.437,2
39,1,2021-12-18 02:00:00,0.084,2
39,1,2021-12-18 03:00:00,0.195,2
39,1,2021-12-18 04:00:00,0.102,2
39,1,2021-12-18 05:00:00,-0.12,2
39,1,2021-12-18 06:00:00,0.213,2
39,1,2021-12-18 07:00:00,0.38,2
39,1,2021-12-18 08:00:00,0.361,2
39,1,2021-12-18 09:00:00,0.655,2
39,1,2021-12-18 10:00:00,1.021,2
39,1,2021-12-18 11:00:00,1.385,2
39,1,2021-12-18 12:00:00,1.493,2
39,1,2021-12-18 13:00:00,1.908,2
39,1,2021-12-18 14:00:00,1.98,2
39,1,2021-12-18 15:00:00,1.98,2
39,1,2021-12-18 16:00:00,1.546,2
39,1,2021-12-18 17:00:00,1.075,2
39,1,2021-12-18 18:00:00,1.744,2
39,1,2021-12-18 19:00:00,2.588,2
39,1,2021-12-18 20:00:00,1.457,2
39,1,2021-12-18 21:00:00,1.746,2
39,1,2021-12-18 22:00:00,1.584,2
39,1,2021-12-18 23:00:00,1.728,2
39,1,2021-12-19 00:00:00,2.106,2
39,1,2021-12-19 01:00:00,2.142,2
39,1,2021-12-19 02:00:00,2.034,2
39,1,2021-12-19 03:00:00,1.764,2
39,1,2021-12-19 04:00:00,1.385,2
39,1,2021-12-19 05:00:00,1.366,2
39,1,2021-12-19 06:00:00,1.276,2
39,1,2021-12-19 07:00:00,0.71,2
39,1,2021-12-19 08:00:00,0.893,2
39,1,2021-12-19 09:00:00,0.82,2
39,1,2021-12-19 10:00:00,1.02,2
39,1,2021-12-19 11:00:00,1.602,2
39,1,2021-12-19 12:00:00,2.159,2
39,1,2021-12-19 13:00:00,2.356,2
39,1,2021-12-19 14:00:00,2.321,2
39,1,2021-12-19 15:00:00,2.123,2
39,1,2021-12-19 16:00:00,1.818,2
39,1,2021-12-19 17:00:00,1.075,2
39,1,2021-12-19 18:00:00,0.948,2
39,1,2021-12-19 19:00:00,0.692,2
39,1,2021-12-19 20:00:00,0.747,2
39,1,2021-12-19 21:00:00,0.637,2
39,1,2021-12-19 22:00:00,0.472,2
39,1,2021-12-19 23:00:00,0.398,2
39,1,2021-12-20 00:00:00,0.324,2
39,1,2021-12-20 01:00:00,0.176,2
39,1,2021-12-20 02:00:00,-0.288,2
39,1,2021-12-20 03:00:00,0.047,2
39,1,2021-12-20 04:00:00,-0.269,2
39,1,2021-12-20 05:00:00,-0.42,2
39,1,2021-12-20 06:00:00,-1.247,2
39,1,2021-12-20 07:00:00,-1.723,2
39,1,2021-12-20 08:00:00,-1.513,2
39,1,2021-12-20 09:00:00,-0.291,2
39,1,2021-12-20 10:00:00,1.763,2
39,1,2021-12-20 11:00:00,3.399,2
39,1,2021-12-20 12:00:00,5.054,2
39,1,2021-12-20 13:00:00,5.672,2
39,1,2021-12-20 14:00:00,5.347,2
39,1,2021-12-20 15:00:00,4.657,2
39,1,2021-12-20 16:00:00,2.781,2
39,1,2021-12-20 17:00:00,1.457,2
39,1,2021-12-20 18:00:00,0.82,2
39,1,2021-12-20 19:00:00,0.416,2
39,1,2021-12-20 20:00:00,-0.158,2
39,1,2021-12-20 21:00:00,-0.624,2
39,1,2021-12-20 22:00:00,-0.944,2
39,1,2021-12-20 23:00:00,-1.02,2
39,1,2021-12-21 00:00:00,-0.983,2
39,1,2021-12-21 01:00:00,-1.571,2
39,1,2021-12-21 02:00:00,-2.261,2
39,1,2021-12-21 03:00:00,-2.806,2
39,1,2021-12-21 04:00:00,-3.892,2
39,1,2021-12-21 05:00:00,-4.212,2
39,1,2021-12-21 06:00:00,-4.535,2
39,1,2021-12-21 07:00:00,-4.697,2
39,1,2021-12-21 08:00:00,-4.434,2
39,1,2021-12-21 09:00:00,-3.852,2
39,1,2021-12-21 10:00:00,-2.377,2
39,1,2021-12-21 11:00:00,-1.973,2
39,1,2021-12-21 12:00:00,-1.532,2
39,1,2021-12-21 13:00:00,-1.039,2
39,1,2021-12-21 14:00:00,-1.513,2
39,1,2021-12-21 15:00:00,-1.399,2
39,1,2021-12-21 16:00:00,-1.38,2
39,1,2021-12-21 17:00:00,-1.456,2
39,1,2021-12-21 18:00:00,-1.646,2
39,1,2021-12-21 19:00:00,-1.857,2
39,1,2021-12-21 20:00:00,-2.01,2
39,1,2021-12-21 21:00:00,-2.223,2
39,1,2021-12-21 22:00:00,-2.786,2
39,1,2021-12-21 23:00:00,-4.314,2
39,1,2021-12-22 00:00:00,-4.758,2
39,1,2021-12-22 01:00:00,-4.942,2
39,1,2021-12-22 02:00:00,-5.455,2
39,1,2021-12-22 03:00:00,-5.724,2
39,1,2021-12-22 04:00:00,-5.62,2
39,1,2021-12-22 05:00:00,-5.829,2
39,1,2021-12-22 06:00:00,-6.078,2
39,1,2021-12-22 07:00:00,-6.078,2
39,1,2021-12-22 08:00:00,-6.058,2
39,1,2021-12-22 09:00:00,-5.438,2
39,1,2021-12-22 10:00:00,-3.575,2
39,1,2021-12-22 11:00:00,-1.442,2
39,1,2021-12-22 12:00:00,0.763,2
39,1,2021-12-22 13:00:00,1.62,2
39,1,2021-12-22 14:00:00,1.276,2
39,1,2021-12-22 15:00:00,0.673,2
39,1,2021-12-22 16:00:00,-0.552,2
39,1,2021-12-22 17:00:00,-1.742,2
39,1,2021-12-22 18:00:00,-2.435,2
39,1,2021-12-22 19:00:00,-3.001,2
39,1,2021-12-22 20:00:00,-3.414,2
39,1,2021-12-22 21:00:00,-3.732,2
39,1,2021-12-22 22:00:00,-4.012,2
39,1,2021-12-22 23:00:00,-4.332,2
39,1,2021-12-23 00:00:00,-4.413,2
39,1,2021-12-23 01:00:00,-4.313,2
39,1,2021-12-23 02:00:00,-4.353,2
39,1,2021-12-23 03:00:00,-3.992,2
39,1,2021-12-23 04:00:00,-3.593,2
39,1,2021-12-23 05:00:00,-3.553,2
39,1,2021-12-23 06:00:00,-2.827,2
39,1,2021-12-23 07:00:00,-1.494,2
39,1,2021-12-23 08:00:00,-0.831,2
39,1,2021-12-23 09:00:00,3.732,1
39,1,2021-12-23 10:00:00,6.062,2
39,1,2021-12-23 11:00:00,7.448,2
39,1,2021-12-23 12:00:00,8.229,2
39,1,2021-12-23 13:00:00,10.373,2
39,1,2021-12-23 14:00:00,8.697,2
39,1,2021-12-23 15:00:00,8.63,2
39,1,2021-12-23 16:00:00,9.307,2
39,1,2021-12-23 17:00:00,9.143,2
39,1,2021-12-23 18:00:00,9.225,2
39,1,2021-12-23 19:00:00,9.652,2
39,1,2021-12-23 20:00:00,10.014,2
39,1,2021-12-23 21:00:00,10.812,2
39,1,2021-12-23 22:00:00,10.438,2
39,1,2021-12-23 23:00:00,10.324,2
39,1,2021-12-24 00:00:00,10.992,2
39,1,2021-12-24 01:00:00,10.716,2
39,1,2021-12-24 02:00:00,10.357,2
39,1,2021-12-24 03:00:00,10.439,2
39,1,2021-12-24 04:00:00,10.226,2
39,1,2021-12-24 05:00:00,10.194,2
39,1,2021-12-24 06:00:00,10.047,2
39,1,2021-12-24 07:00:00,9.751,2
39,1,2021-12-24 08:00:00,9.192,2
39,1,2021-12-24 09:00:00,8.531,2
39,1,2021-12-24 10:00:00,8.598,2
39,1,2021-12-24 11:00:00,8.978,2
39,1,2021-12-24 12:00:00,9.34,2
39,1,2021-12-24 13:00:00,9.571,2
39,1,2021-12-24 14:00:00,9.663,1
39,1,2021-12-24 15:00:00,9.636,2
39,1,2021-12-24 16:00:00,10.112,1
39,1,2021-12-24 17:00:00,10.03,2
39,1,2021-12-24 18:00:00,10.243,2
39,1,2021-12-24 19:00:00,10.373,2
39,1,2021-12-24 20:00:00,10.308,2
39,1,2021-12-24 21:00:00,10.145,2
39,1,2021-12-24 22:00:00,10.226,2
39,1,2021-12-24 23:00:00,10.128,2
39,1,2021-12-25 00:00:00,10.144,2
39,1,2021-12-25 01:00:00,10.716,2
39,1,2021-12-25 02:00:00,10.992,2
39,1,2021-12-25 03:00:00,11.188,2
39,1,2021-12-25 04:00:00,11.09,2
39,1,2021-12-25 05:00:00,10.96,2
39,1,2021-12-25 06:00:00,10.846,2
39,1,2021-12-25 07:00:00,11.084,1
39,1,2021-12-25 08:00:00,11.084,1
39,1,2021-12-25 09:00:00,11.009,2
39,1,2021-12-25 10:00:00,11.269,2
39,1,2021-12-25 11:00:00,11.479,2
39,1,2021-12-25 12:00:00,11.835,2
39,1,2021-12-25 13:00:00,11.625,2
39,1,2021-12-25 14:00:00,11.609,2
39,1,2021-12-25 15:00:00,11.366,2
39,1,2021-12-25 16:00:00,10.797,2
39,1,2021-12-25 17:00:00,10.063,2
39,1,2021-12-25 18:00:00,9.702,2
39,1,2021-12-25 19:00:00,9.521,2
39,1,2021-12-25 20:00:00,9.258,2
39,1,2021-12-25 21:00:00,8.995,2
39,1,2021-12-25 22:00:00,8.68,1
39,1,2021-12-25 23:00:00,8.878,2
39,1,2021-12-26 00:00:00,8.398,2
39,1,2021-12-26 01:00:00,7.078,2
39,1,2021-12-26 02:00:00,6.369,2
39,1,2021-12-26 03:00:00,5.689,2
39,1,2021-12-26 04:00:00,5.501,2
39,1,2021-12-26 05:00:00,5.33,2
39,1,2021-12-26 06:00:00,5.244,2
39,1,2021-12-26 07:00:00,5.124,2
39,1,2021-12-26 08:00:00,5.244,2
39,1,2021-12-26 09:00:00,5.432,2
39,1,2021-12-26 10:00:00,6.454,2
39,1,2021-12-26 11:00:00,6.843,2
39,1,2021-12-26 12:00:00,7.28,2
39,1,2021-12-26 13:00:00,7.665,2
39,1,2021-12-26 14:00:00,8.032,2
39,1,2021-12-26 15:00:00,8.298,2
39,1,2021-12-26 16:00:00,8.961,2
39,1,2021-12-26 17:00:00,8.779,2
39,1,2021-12-26 18:00:00,8.812,2
39,1,2021-12-26 19:00:00,8.928,2
39,1,2021-12-26 20:00:00,8.763,2
39,1,2021-12-26 21:00:00,8.846,2
39,1,2021-12-26 22:00:00,8.912,2
39,1,2021-12-26 23:00:00,8.547,2
39,1,2021-12-27 00:00:00,8.597,2
39,1,2021-12-27 01:00:00,9.073,1
39,1,2021-12-27 02:00:00,8.879,2
39,1,2021-12-27 03:00:00,8.713,2
39,1,2021-12-27 04:00:00,7.983,2
39,1,2021-12-27 05:00:00,7.932,2
39,1,2021-12-27 06:00:00,7.949,2
39,1,2021-12-27 07:00:00,7.027,2
39,1,2021-12-27 08:00:00,6.166,2
39,1,2021-12-27 09:00:00,6.302,2
39,1,2021-12-27 10:00:00,7.229,2
39,1,2021-12-27 11:00:00,8.812,2
39,1,2021-12-27 12:00:00,8.994,2
39,1,2021-12-27 13:00:00,8.945,2
39,1,2021-12-27 14:00:00,8.862,2
39,1,2021-12-27 15:00:00,9.62,2
39,1,2021-12-27 16:00:00,9.505,2
39,1,2021-12-27 17:00:00,9.751,2
39,1,2021-12-27 18:00:00,10.259,2
39,1,2021-12-27 19:00:00,10.161,2
39,1,2021-12-27 20:00:00,10.39,2
39,1,2021-12-27 21:00:00,10.471,2
39,1,2021-12-27 22:00:00,10.635,2
39,1,2021-12-27 23:00:00,10.699,2
39,1,2021-12-28 00:00:00,10.536,2
39,1,2021-12-28 01:00:00,10.553,2
39,1,2021-12-28 02:00:00,11.025,2
39,1,2021-12-28 03:00:00,11.139,2
39,1,2021-12-28 04:00:00,10.471,2
39,1,2021-12-28 05:00:00,9.899,2
39,1,2021-12-28 06:00:00,10.944,2
39,1,2021-12-28 07:00:00,11.139,2
39,1,2021-12-28 08:00:00,11.415,2
39,1,2021-12-28 09:00:00,11.77,2
39,1,2021-12-28 10:00:00,12.368,2
39,1,2021-12-28 11:00:00,13.189,2
39,1,2021-12-28 12:00:00,13.365,2
39,1,2021-12-28 13:00:00,12.931,2
39,1,2021-12-28 14:00:00,12.529,2
39,1,2021-12-28 15:00:00,12.062,2
39,1,2021-12-28 16:00:00,11.3,2
39,1,2021-12-28 17:00:00,10.911,2
39,1,2021-12-28 18:00:00,10.732,2
39,1,2021-12-28 19:00:00,10.992,2
39,1,2021-12-28 20:00:00,10.83,2
39,1,2021-12-28 21:00:00,10.813,2
39,1,2021-12-28 22:00:00,10.683,2
39,1,2021-12-28 23:00:00,10.602,2
39,1,2021-12-29 00:00:00,10.341,2
39,1,2021-12-29 01:00:00,10.079,2
39,1,2021-12-29 02:00:00,9.883,2
39,1,2021-12-29 03:00:00,9.998,2
39,1,2021-12-29 04:00:00,9.932,2
39,1,2021-12-29 05:00:00,9.866,2
39,1,2021-12-29 06:00:00,9.768,2
39,1,2021-12-29 07:00:00,9.866,2
39,1,2021-12-29 08:00:00,10.046,2
39,1,2021-12-29 09:00:00,10.439,2
39,1,2021-12-29 10:00:00,10.127,2
39,1,2021-12-29 11:00:00,9.373,2
39,1,2021-12-29 12:00:00,9.8,2
39,1,2021-12-29 13:00:00,10.177,2
39,1,2021-12-29 14:00:00,10.096,2
39,1,2021-12-29 15:00:00,11.155,2
39,1,2021-12-29 16:00:00,11.867,2
39,1,2021-12-29 17:00:00,12.207,2
39,1,2021-12-29 18:00:00,12.996,2
39,1,2021-12-29 19:00:00,13.317,2
39,1,2021-12-29 20:00:00,13.782,2
39,1,2021-12-29 21:00:00,13.814,2
39,1,2021-12-29 22:00:00,13.846,2
39,1,2021-12-29 23:00:00,13.846,2
39,1,2021-12-30 00:00:00,13.782,2
39,1,2021-12-30 01:00:00,13.526,2
39,1,2021-12-30 02:00:00,13.654,2
39,1,2021-12-30 03:00:00,13.766,2
39,1,2021-12-30 04:00:00,13.862,2
39,1,2021-12-30 05:00:00,13.99,2
39,1,2021-12-30 06:00:00,13.798,2
39,1,2021-12-30 07:00:00,13.862,2
39,1,2021-12-30 08:00:00,14.086,2
39,1,2021-12-30 09:00:00,14.309,2
39,1,2021-12-30 10:00:00,14.836,2
39,1,2021-12-30 11:00:00,15.489,2
39,1,2021-12-30 12:00:00,16.538,2
39,1,2021-12-30 13:00:00,16.507,2
39,1,2021-12-30 14:00:00,16.094,2
39,1,2021-12-30 15:00:00,15.537,2
39,1,2021-12-30 16:00:00,15.012,2
39,1,2021-12-30 17:00:00,14.549,2
39,1,2021-12-30 18:00:00,14.677,2
39,1,2021-12-30 19:00:00,14.549,2
39,1,2021-12-30 20:00:00,13.974,2
39,1,2021-12-30 21:00:00,12.61,2
39,1,2021-12-30 22:00:00,11.268,2
39,1,2021-12-30 23:00:00,10.16,2
39,1,2021-12-31 00:00:00,9.308,2
39,1,2021-12-31 01:00:00,8.944,2
39,1,2021-12-31 02:00:00,8.465,2
39,1,2021-12-31 03:00:00,8.382,2
39,1,2021-12-31 04:00:00,8.332,2
39,1,2021-12-31 05:00:00,8.016,2
39,1,2021-12-31 06:00:00,7.749,2
39,1,2021-12-31 07:00:00,7.146,2
39,1,2021-12-31 08:00:00,6.995,2
39,1,2021-12-31 09:00:00,7.614,2
39,1,2021-12-31 10:00:00,9.273,2
39,1,2021-12-31 11:00:00,11.397,2
39,1,2021-12-31 12:00:00,13.108,2
39,1,2021-12-31 13:00:00,14.405,2
39,1,2021-12-31 14:00:00,16.109,2
39,1,2021-12-31 15:00:00,16.332,2
39,1,2021-12-31 16:00:00,15.091,2
39,1,2021-12-31 17:00:00,13.926,2
39,1,2021-12-31 18:00:00,13.509,2
39,1,2021-12-31 19:00:00,13.333,2
39,1,2021-12-31 20:00:00,13.59,2
39,1,2021-12-31 21:00:00,12.738,2
39,1,2021-12-31 22:00:00,12.029,2
39,1,2021-12-31 23:00:00,10.568,2
39,1,2022-01-01 00:00:00,9.027,2
39,1,2022-01-01 01:00:00,8.115,2
39,1,2022-01-01 02:00:00,7.179,2
39,1,2022-01-01 03:00:00,6.353,2
39,1,2022-01-01 04:00:00,6.115,2
39,1,2022-01-01 05:00:00,7.196,2
39,1,2022-01-01 06:00:00,6.318,2
39,1,2022-01-01 07:00:00,5.723,2
39,1,2022-01-01 08:00:00,5.518,2
39,1,2022-01-01 09:00:00,5.944,2
39,1,2022-01-01 10:00:00,8.096,2
39,1,2022-01-01 11:00:00,11.251,2
39,1,2022-01-01 12:00:00,13.396,2
39,1,2022-01-01 13:00:00,14.836,2
39,1,2022-01-01 14:00:00,14.677,2
39,1,2022-01-01 15:00:00,13.717,2
39,1,2022-01-01 16:00:00,11.462,2
39,1,2022-01-01 17:00:00,9.751,2
39,1,2022-01-01 18:00:00,8.647,2
39,1,2022-01-01 19:00:00,7.949,2
39,1,2022-01-01 20:00:00,7.548,2
39,1,2022-01-01 21:00:00,6.944,2
39,1,2022-01-01 22:00:00,6.826,2
39,1,2022-01-01 23:00:00,6.319,2
39,1,2022-01-02 00:00:00,6.64,2
39,1,2022-01-02 01:00:00,6.08,2
39,1,2022-01-02 02:00:00,5.501,2
39,1,2022-01-02 03:00:00,6.454,2
39,1,2022-01-02 04:00:00,5.91,2
39,1,2022-01-02 05:00:00,5.944,2
39,1,2022-01-02 06:00:00,6.809,2
39,1,2022-01-02 07:00:00,7.698,2
39,1,2022-01-02 08:00:00,6.943,2
39,1,2022-01-02 09:00:00,7.847,2
39,1,2022-01-02 10:00:00,13.208,1
39,1,2022-01-02 11:00:00,13.669,2
39,1,2022-01-02 12:00:00,14.709,2
39,1,2022-01-02 13:00:00,15.87,2
39,1,2022-01-02 14:00:00,16.618,2
39,1,2022-01-02 15:00:00,16.268,2
39,1,2022-01-02 16:00:00,15.553,2
39,1,2022-01-02 17:00:00,15.075,2
39,1,2022-01-02 18:00:00,14.389,2
39,1,2022-01-02 19:00:00,14.102,2
39,1,2022-01-02 20:00:00,13.462,2
39,1,2022-01-02 21:00:00,12.948,2
39,1,2022-01-02 22:00:00,12.674,2
39,1,2022-01-02 23:00:00,12.722,2
39,1,2022-01-03 00:00:00,12.703,1
39,1,2022-01-03 01:00:00,12.352,2
39,1,2022-01-03 02:00:00,12.191,2
39,1,2022-01-03 03:00:00,12.045,2
39,1,2022-01-03 04:00:00,11.851,2
39,1,2022-01-03 05:00:00,11.641,2
39,1,2022-01-03 06:00:00,11.415,2
39,1,2022-01-03 07:00:00,11.317,2
39,1,2022-01-03 08:00:00,11.269,2
39,1,2022-01-03 09:00:00,11.463,2
39,1,2022-01-03 10:00:00,11.754,2
39,1,2022-01-03 11:00:00,11.9,2
39,1,2022-01-03 12:00:00,12.078,2
39,1,2022-01-03 13:00:00,12.32,2
39,1,2022-01-03 14:00:00,12.449,2
39,1,2022-01-03 15:00:00,12.417,2
39,1,2022-01-03 16:00:00,12.223,2
39,1,2022-01-03 17:00:00,12.158,2
39,1,2022-01-03 18:00:00,12.11,2
39,1,2022-01-03 19:00:00,12.288,2
39,1,2022-01-03 20:00:00,12.545,2
39,1,2022-01-03 21:00:00,12.803,2
39,1,2022-01-03 22:00:00,13.157,2
39,1,2022-01-03 23:00:00,13.157,2
39,1,2022-01-04 00:00:00,13.012,2
39,1,2022-01-04 01:00:00,12.899,2
39,1,2022-01-04 02:00:00,13.349,2
39,1,2022-01-04 03:00:00,13.622,2
39,1,2022-01-04 04:00:00,13.429,2
39,1,2022-01-04 05:00:00,12.545,2
39,1,2022-01-04 06:00:00,12.803,2
39,1,2022-01-04 07:00:00,14.277,2
39,1,2022-01-04 08:00:00,15.409,2
39,1,2022-01-04 09:00:00,15.394,2
39,1,2022-01-04 10:00:00,15.919,2
39,1,2022-01-04 11:00:00,16.411,2
39,1,2022-01-04 12:00:00,15.537,2
39,1,2022-01-04 13:00:00,13.91,2
39,1,2022-01-04 14:00:00,12.642,2
39,1,2022-01-04 15:00:00,12.433,2
39,1,2022-01-04 16:00:00,12.481,2
39,1,2022-01-04 17:00:00,10.515,2
39,1,2022-01-04 18:00:00,8.663,2
39,1,2022-01-04 19:00:00,8.015,2
39,1,2022-01-04 20:00:00,6.91,2
39,1,2022-01-04 21:00:00,6.353,2
39,1,2022-01-04 22:00:00,6.047,2
39,1,2022-01-04 23:00:00,5.808,2
39,1,2022-01-05 00:00:00,6.064,2
39,1,2022-01-05 01:00:00,6.251,2
39,1,2022-01-05 02:00:00,6.454,2
39,1,2022-01-05 03:00:00,6.522,2
39,1,2022-01-05 04:00:00,6.302,2
39,1,2022-01-05 05:00:00,6.013,2
39,1,2022-01-05 06:00:00,5.14,2
39,1,2022-01-05 07:00:00,4.899,2
39,1,2022-01-05 08:00:00,4.293,2
39,1,2022-01-05 09:00:00,4.293,2
39,1,2022-01-05 10:00:00,4.779,2
39,1,2022-01-05 11:00:00,4.843,2
39,1,2022-01-05 12:00:00,5.465,2
39,1,2022-01-05 13:00:00,5.535,2
39,1,2022-01-05 14:00:00,6.03,2
39,1,2022-01-05 15:00:00,5.261,2
39,1,2022-01-05 16:00:00,4.588,2
39,1,2022-01-05 17:00:00,3.858,2
39,1,2022-01-05 18:00:00,3.665,2
39,1,2022-01-05 19:00:00,3.49,2
39,1,2022-01-05 20:00:00,3.432,1
39,1,2022-01-05 21:00:00,3.49,2
39,1,2022-01-05 22:00:00,3.788,2
39,1,2022-01-05 23:00:00,3.648,2
39,1,2022-01-06 00:00:00,3.7,2
39,1,2022-01-06 01:00:00,3.525,2
39,1,2022-01-06 02:00:00,3.084,2
39,1,2022-01-06 03:00:00,2.695,2
39,1,2022-01-06 04:00:00,2.392,2
39,1,2022-01-06 05:00:00,2.374,2
39,1,2022-01-06 06:00:00,2.535,2
39,1,2022-01-06 07:00:00,2.41,2
39,1,2022-01-06 08:00:00,2.267,2
39,1,2022-01-06 09:00:00,2.428,2
39,1,2022-01-06 10:00:00,3.208,2
39,1,2022-01-06 11:00:00,3.753,2
39,1,2022-01-06 12:00:00,4.554,2
39,1,2022-01-06 13:00:00,4.692,2
39,1,2022-01-06 14:00:00,4.502,2
39,1,2022-01-06 15:00:00,4.554,2
39,1,2022-01-06 16:00:00,3.717,2
39,1,2022-01-06 17:00:00,2.426,2
39,1,2022-01-06 18:00:00,1.71,2
39,1,2022-01-06 19:00:00,1.53,2
39,1,2022-01-06 20:00:00,1.239,2
39,1,2022-01-06 21:00:00,0.471,2
39,1,2022-01-06 22:00:00,0.047,2
39,1,2022-01-06 23:00:00,-0.213,2
39,1,2022-01-07 00:00:00,-0.4,2
39,1,2022-01-07 01:00:00,-0.869,2
39,1,2022-01-07 02:00:00,-0.944,2
